fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
8.09605698361348;0.4649643450051236;0.1704759592552599;0.8288779626503686;0.07900924208841319;8.215052695127783;80.24442172757075;0.9955515180889036;3.4318960939063463;0.7143670380045541;10.917943497200183;6
7.334082838594578;0.5710962658568964;0.2953194766591374;1.553603749393315;0.06489049218873211;11.945005369463471;6.0;0.9955783305626908;3.3058963798115197;0.49372846087661076;10.8399883110428;5
8.277226245720831;0.4415160158000077;0.302702530806667;1.0869097246386326;0.07482875127639015;9.026189389548572;35.166148323676104;1.0004708548695138;3.1631511728900463;0.788271276216105;9.37617618503341;5
9.32763582768963;0.5384076940721919;0.3708945518765108;1.6780062718882933;0.101441951825531;16.104180469461195;43.750199298559956;0.9976186218078626;3.2306251270200046;0.5319276616389339;11.195501066116487;6
7.219015950331997;0.22127706660924285;0.09497124550787603;2.178774533933217;0.11833569965091542;26.971785314619126;45.47725975198893;1.0009613018350243;3.351428019867247;0.7999110074890257;8.711900789308059;5
7.219035651660984;0.6426587414745877;0.38888509107709957;3.755731729497077;0.09711461992590721;7.289578428587954;50.41488168234244;0.995006073734159;3.572769656757239;0.5951777049238557;9.714978809087606;5
9.39505537860887;0.6002410950724448;0.0;2.0182614419414464;0.0830516962541531;25.00820497768414;63.313194594284795;0.9958300668062237;3.227397056520558;0.3057905748740674;8.10109462452263;4
8.420921674983491;0.43658227378636183;0.20551731714542842;0.5;0.12494035310913282;7.183279276531124;43.93777682863947;0.9933357484694467;3.42071811652911;0.4535167519038126;12.370351820355378;6
6.936630736878057;0.731849133686481;0.2267589236322683;4.2101017697427405;0.07061490580845434;6.523727875031158;33.95825153568958;0.9943808663958209;3.2507915323984857;0.5639170582625431;10.222140607265645;5
8.151072052303158;0.7875140275253116;0.39499902391068575;1.2443647995774407;0.1109275801510072;23.185946183432133;32.772319660209135;0.999803826297325;3.31657031338292;0.9236378047497156;13.100260841779575;7
6.943898768625045;0.27848802712620513;0.3033946279015304;2.411919359343057;0.07135811604946164;24.219363780076165;26.65452593884936;0.9949559314203165;3.5273095123895386;0.830228726105845;11.463539911823394;6
6.941124295715692;0.4474550442867571;0.08916554192155698;3.1698047604110675;0.0929306887403268;23.514099367626542;68.62629972980596;0.9998385626002889;3.4146438872130647;0.9747722824644285;11.03771785602123;6
7.790354725879241;0.4461715300425403;0.15225103112744773;2.799415627604174;0.07659312305628646;1.8420259178185887;25.604145615704564;0.9935132754786402;3.1138051090888563;0.9807270432059717;9.7965267668628;5
5.2040637064106425;0.412019379778227;0.329802001432111;4.141269321282213;0.07832443452041568;10.340490219279491;70.40313327024734;0.9938930619318534;3.214128746428261;0.543049839081817;9.244379957175095;5
5.43009860098436;0.7658949683863496;0.28813989872031653;3.2185047150891384;0.0686784044761337;23.22988592003321;45.56997246779613;0.9953175375579532;3.4884332016662034;0.6123026280482341;11.127565888676335;5
6.825254964910833;0.5612347722454393;0.213131383554638;1.208035630454338;0.12034562093542084;15.415418405638945;29.362355794316112;0.9958725001566416;3.321281706394274;0.5677440151338924;10.414183188872421;5
6.284602655598691;0.5470970317378778;0.2278749315732031;5.767843260987493;0.05801221885674395;4.263071538025358;63.55221647232405;0.9978461745849002;3.1276739820576203;0.5156978789397847;8.89287562141764;4
7.877096799114328;0.19922752711864927;0.40442519957389333;2.79150019500735;0.057793032423538754;19.58317939125442;23.176382258306454;0.9969015408343725;3.177157133253942;0.3;8.679769900190017;5
6.410371109374547;0.7270836060418453;0.2223461140696178;2.2789896600677406;0.14362980697535327;7.851927410085295;64.1455212218464;0.9951673694853119;3.4055240284066755;0.6470504563966315;9.3495555250277;5
5.8052355583976505;0.3521483210293055;0.286786313395639;3.9458881345833565;0.10933542693962994;32.94524848392212;51.38178363575354;0.9957333683869638;3.4491615421826443;0.3928868812577779;12.685160670319476;6
9.258778522705864;0.6119865260532656;0.6254904882120814;2.874176418895108;0.02;30.448414624182583;27.110259327242378;0.9953618741604306;3.302678295222326;0.6431656236931346;13.155933501613564;7
7.2290684394161575;0.6554753875916384;0.08644760446741154;3.0988422894089904;0.0630422378236879;21.040974263555672;60.85904446003677;0.9941706925293485;3.6712970701404153;1.0731541619125968;10.745986976770691;6
7.581033845625509;0.8721317191677302;0.02222359026380122;6.23827599790103;0.025640319873138376;28.610067047697736;61.397691770659165;0.9942240741267968;3.423622854518346;0.5481309807338584;10.678731355489546;5
5.790302176543852;0.33823592017617754;0.417538449719791;2.08731785761743;0.051479279197542346;15.64791350123381;79.72558817429874;0.9980557677828669;3.2634778395550645;0.6889548011256135;10.096415553804574;6
6.846740730569781;0.1;0.1982035408058845;2.023358658973906;0.02;22.65437494375016;73.98441037227887;0.9923436701441457;3.177644092785098;0.8313296771618567;9.378617582028598;6
7.633107107651839;0.6367699089507389;0.252264370838607;2.6748677680186956;0.07589031266918173;29.777202953020748;59.738220621788486;0.9992347173948901;3.1537673543041436;0.7060582583931814;12.150214869128693;6
6.118807707093237;0.9601022363021707;0.18282654328033288;4.107273903371558;0.04574174542516066;17.454986817943126;11.172271463737104;0.9953140115487955;3.350313198072055;0.7084968375884592;12.748291672676563;6
7.950837622014807;0.8477892705878874;0.2610299788848731;0.5;0.08179715770389315;12.448128284857162;118.45760964522171;0.9944549827872157;3.226683443262989;0.577519513262384;9.427897096992858;4
6.779233572097434;0.6419318830549251;0.5397807168144512;0.5;0.031246362233524262;1.0;6.0;0.9974795185813945;3.5510615630975133;0.6036244049877535;10.400593945890478;5
